Time [s],Value,Parity Error,Framing Error
39.905666083333337,'8' (0x08),,
39.905786166666665,j (0x6A),,
39.905906166666668,'0' (0x00),,
39.906026249999996,'2' (0x02),,
39.906146249999999,'16' (0x10),,
39.906266333333335,'128' (0x80),,
39.906386333333330,'0' (0x00),,
39.906506416666666,'4' (0x04),,
39.906626416666668,' ' (0x20),,
39.906746499999997,'0' (0x00),,
39.906866500000000,'1' (0x01),,
39.906986583333335,'8' (0x08),,
39.907106583333331,@ (0x40),,
39.907226666666666,'0' (0x00),,
39.907346666666669,'2' (0x02),,
39.907466749999998,'16' (0x10),,
39.907586750000000,'128' (0x80),,
39.907706833333336,'4' (0x04),,
39.907826833333331,'20' (0x14),,
39.919961000000001,'15' (0x0F),,
39.920081083333336,'2' (0x02),,
39.920201083333332,$ (0x24),,
39.920321166666668,'224' (0xE0),,
39.920441166666670,'231' (0xE7),,
39.920561249999999,'4' (0x04),,
39.920681250000001,'8' (0x08),,
39.920801333333330,j (0x6A),,
39.920921333333332,'0' (0x00),,
39.921041416666668,'2' (0x02),,
39.921161416666664,'16' (0x10),,
39.921281499999999,'128' (0x80),,
39.921401500000002,'0' (0x00),,
39.921521583333330,'4' (0x04),,
39.921641583333333,' ' (0x20),,
39.921761666666669,'0' (0x00),,
39.921881666666664,'1' (0x01),,
39.922001750000000,'8' (0x08),,
39.922121750000002,@ (0x40),,
39.922241833333331,'0' (0x00),,
39.922361833333333,'2' (0x02),,
39.922481916666669,'16' (0x10),,
39.922601916666665,'128' (0x80),,
39.922722000000000,'0' (0x00),,
39.922842000000003,$ (0x24),,
39.934966166666669,'15' (0x0F),,
39.935086249999998,'2' (0x02),,
39.935206250000000,$ (0x24),,
39.935326333333336,'224' (0xE0),,
39.935446333333331,'231' (0xE7),,
39.935566416666667,'4' (0x04),,
39.935686416666670,'8' (0x08),,
39.935806499999998,j (0x6A),,
39.935926500000001,'0' (0x00),,
39.936046583333336,'2' (0x02),,
39.936166583333332,'16' (0x10),,
39.936286666666668,'128' (0x80),,
39.936406666666670,'0' (0x00),,
39.936526749999999,'4' (0x04),,
39.936646750000001,' ' (0x20),,
39.936766833333330,'0' (0x00),,
39.936886833333332,'1' (0x01),,
39.937006916666668,'8' (0x08),,
39.937126916666664,@ (0x40),,
39.937246999999999,'0' (0x00),,
39.937367000000002,'2' (0x02),,
39.937487083333330,'16' (0x10),,
39.937607083333333,'128' (0x80),,
39.937727166666669,'0' (0x00),,
39.937847166666664,4 (0x34),,
39.949971333333330,'15' (0x0F),,
39.950091416666666,'2' (0x02),,
39.950211416666669,$ (0x24),,
39.950331499999997,'224' (0xE0),,
39.950451500000000,'231' (0xE7),,
39.950571583333335,'4' (0x04),,
39.950691583333331,'8' (0x08),,
39.950811666666667,j (0x6A),,
39.950931666666669,'0' (0x00),,
39.951051749999998,'2' (0x02),,
39.951171750000000,'16' (0x10),,
39.951291833333336,'128' (0x80),,
39.951411833333331,'0' (0x00),,
39.951531916666667,'4' (0x04),,
39.951651916666670,' ' (0x20),,
39.951771999999998,'0' (0x00),,
39.951892000000001,'1' (0x01),,
39.952012083333337,'8' (0x08),,
